rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 17,SOTO MONTECINO Eduardo Alexis,CHI,"Born: Mar 25, 1995",B.weight: 67.88,Group: B,1: 110,2: -115,3: -115,Total: 110,69kgMen,Snatch,239
Rank: 18,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 68.01,Group: B,1: -104,2: 104,3: 108,Total: 108,69kgMen,Snatch,239
Rank: 19,MUNNS Matthew Thomas,AUS,"Born: Feb 24, 1993",B.weight: 68.86,Group: B,1: 103,2: -108,3: 108,Total: 108,69kgMen,Snatch,239
Rank: 20,DE LA CRUZ LIRIANO Jonathan Guarionex,DOM,"Born: Mar 13, 1996",B.weight: 66.65,Group: B,1: 104,2: -109,3: -109,Total: 104,69kgMen,Snatch,239
Rank: 21,GUTIERREZ VASQUEZ Carlos Enrique,GUA,"Born: Jun 23, 1995",B.weight: 66.36,Group: B,1: 95,2: -100,3: 100,Total: 100,69kgMen,Snatch,239
Rank: 1,HUANG Wenwen,CHN,"Born: Jan 14, 1994",B.weight: 68.53,Group: A,1: -173,2: 173,3: 178,Total: 178,69kgMen,CleanJerk,239
Rank: 2,GULIYEV Firidun,AZE,"Born: Jun 25, 1994",B.weight: 68.43,Group: A,1: 176,2: -184,3: -184,Total: 176,69kgMen,CleanJerk,239
Rank: 3,MOHAMMED KADHUM Karrar M. J. M. K.,IRQ,"Born: Jul 25, 1995",B.weight: 68.75,Group: A,1: -166,2: 166,3: 171,Total: 171,69kgMen,CleanJerk,239
Rank: 4,BEN HNIA Karem,TUN,"Born: Nov 13, 1994",B.weight: 68.35,Group: A,1: 166,2: 170,3: -174,Total: 170,69kgMen,CleanJerk,239
Rank: 5,MENA MORENO Jose Gavino,COL,"Born: Mar 08, 1994",B.weight: 68.29,Group: A,1: 165,2: 168,3: -173,Total: 168,69kgMen,CleanJerk,239
Rank: 6,MARQUEZ ONA Ediel,CUB,"Born: Nov 13, 1993",B.weight: 67.57,Group: A,1: -160,2: 160,3: -166,Total: 160,69kgMen,CleanJerk,239
Rank: 7,RODRIGUEZ ALFONZO Jose Rafael,VEN,"Born: Oct 29, 1995",B.weight: 68.45,Group: A,1: 137,2: 147,3: 155,Total: 155,69kgMen,CleanJerk,239
Rank: 8,MUNOZ MARTINEZ Jonathan Antonio,MEX,"Born: Nov 10, 1995",B.weight: 68.32,Group: A,1: 148,2: 153,3: -156,Total: 153,69kgMen,CleanJerk,239
Rank: 9,KASAI Takehiro,JPN,"Born: Nov 12, 1993",B.weight: 68.77,Group: A,1: 150,2: -155,3: -155,Total: 150,69kgMen,CleanJerk,239
Rank: 10,LORO Wellkinson Peuji,MAS,"Born: Nov 16, 1995",B.weight: 68.20,Group: B,1: 142,2: 146,3: -151,Total: 146,69kgMen,CleanJerk,239
Rank: 11,SSEKYAAYA Charles,UGA,"Born: Apr 11, 1994",B.weight: 64.69,Group: B,1: 145,2: -150,3: -151,Total: 145,69kgMen,CleanJerk,239
Rank: 12,VASQUEZ VEGAS Edwar Jose,VEN,"Born: Jun 28, 1993",B.weight: 68.06,Group: A,1: 145,2: -155,3: -156,Total: 145,69kgMen,CleanJerk,239
Rank: 13,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 68.01,Group: B,1: 133,2: 137,3: 141,Total: 141,69kgMen,CleanJerk,239
Rank: 14,MOHAMMAD Azril Huzairi Bin Ramli,MAS,"Born: May 16, 1995",B.weight: 68.54,Group: B,1: 140,2: -145,3: -145,Total: 140,69kgMen,CleanJerk,239
Rank: 15,DE LA CRUZ LIRIANO Jonathan Guarionex,DOM,"Born: Mar 13, 1996",B.weight: 66.65,Group: B,1: 132,2: -137,3: 137,Total: 137,69kgMen,CleanJerk,239
Rank: 16,SOTO MONTECINO Eduardo Alexis,CHI,"Born: Mar 25, 1995",B.weight: 67.88,Group: B,1: 133,2: -137,3: -137,Total: 133,69kgMen,CleanJerk,239
Rank: 17,BEZEK Emiliano Ezequiel,ARG,"Born: Jan 12, 1993",B.weight: 68.38,Group: B,1: 128,2: -133,3: 133,Total: 133,69kgMen,CleanJerk,239
Rank: 18,AKSOY Omer Faruk,TUR,"Born: Nov 07, 1995",B.weight: 65.91,Group: B,1: 125,2: 130,3: -133,Total: 130,69kgMen,CleanJerk,239
Rank: 19,GUTIERREZ VASQUEZ Carlos Enrique,GUA,"Born: Jun 23, 1995",B.weight: 66.36,Group: B,1: 125,2: 130,3: -132,Total: 130,69kgMen,CleanJerk,239
Rank: 20,SILVERS Brett Johnathan,USA,"Born: Nov 04, 1993",B.weight: 68.22,Group: B,1: -130,2: -130,3: 130,Total: 130,69kgMen,CleanJerk,239
Rank: 21,MUNNS Matthew Thomas,AUS,"Born: Feb 24, 1993",B.weight: 68.86,Group: B,1: 120,2: 127,3: -132,Total: 127,69kgMen,CleanJerk,239
Rank: 1,HUANG Wenwen,CHN,"Born: Jan 14, 1994",B.weight: 68.53,Group: A,Snatch: 138,CI&Jerk: 178,Total: 316,,69kgMen,Total,239
Rank: 2,MOHAMMED KADHUM Karrar M. J. M. K.,IRQ,"Born: Jul 25, 1995",B.weight: 68.75,Group: A,Snatch: 145,CI&Jerk: 171,Total: 316,,69kgMen,Total,239
Rank: 3,GULIYEV Firidun,AZE,"Born: Jun 25, 1994",B.weight: 68.43,Group: A,Snatch: 132,CI&Jerk: 176,Total: 308,,69kgMen,Total,239
Rank: 4,BEN HNIA Karem,TUN,"Born: Nov 13, 1994",B.weight: 68.35,Group: A,Snatch: 137,CI&Jerk: 170,Total: 307,,69kgMen,Total,239
